time_local,id,event,fight_date,location,bout,weight_class,time_format,state,winner,method,det,round,last_round,time,fighter_r,bdy_val_r,bdy_tot_r,ctrl_r,hd_val_r,hd_tot_r,kd_r,lgs_val_r,lgs_tot_r,sigstr_val_r,sigstr_tot_r,subatt_r,td_val_r,td_tot_r,totstr_val_r,totstr_tot_r,ht_r,rch_r,sigstrkacc_r,sigstrklpm_r,stnce_r,subavg_r,tdacc_r,tdavg_r,wt_r,dob_r,fighter_b,bdy_val_b,bdy_tot_b,ctrl_b,hd_val_b,hd_tot_b,kd_b,lgs_val_b,lgs_tot_b,sigstr_val_b,sigstr_tot_b,subatt_b,td_val_b,td_tot_b,totstr_val_b,totstr_tot_b,ht_b,rch_b,sigstrkacc_b,sigstrklpm_b,stnce_b,subavg_b,tdacc_b,tdavg_b,wt_b,dob_b
06:57:21,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
06:57:40,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
06:58:00,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
06:58:18,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
06:58:37,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
06:58:56,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
06:59:16,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
06:59:36,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
06:59:56,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:00:16,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:00:35,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:00:55,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:01:14,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:01:34,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:01:54,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:02:14,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:02:33,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:02:52,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:03:13,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:03:33,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:03:52,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:04:12,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:04:31,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:04:51,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:05:12,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:05:33,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:05:52,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:06:12,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:06:31,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:06:51,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:07:11,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:07:30,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:07:50,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:08:09,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:08:28,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:08:48,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:09:07,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:09:27,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:09:47,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:10:07,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:10:27,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:10:47,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:11:06,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:11:25,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:11:45,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:12:05,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
07:12:24,401498612,UFC 284: Makhachev vs. Volkanovski,2023-02-11,"Perth, Australia",Islam Makhachev vs. Alexander Volkanovski,Lightweight,5 Rnd (5-5-5-5-5),post,R,U Dec,Final,-,5,5:00,islam_makhachev,18,20,7:37,36,72,0,3,3,57,95,0,4,9,95,135,"5' 10""","70.5""",72.16%,2,Southpaw,1,65.85%,3,155 lbs,10/27/1991,alexander_volkanovski,21,33,2:55,37,96,1,12,14,70,143,0,0,4,164,255,"5' 6""","71.5""",58.60%,6,Orthodox,0,36.51%,1,154 lbs,9/29/1988
